/home/workspace/data/IMG/center_2019_06_10_19_30_25_817.jpg,/home/workspace/data/IMG/left_2019_06_10_19_30_25_817.jpg,/home/workspace/data/IMG/right_2019_06_10_19_30_25_817.jpg,0,0,0,4.478835
/home/workspace/data/IMG/center_2019_06_10_19_30_25_916.jpg,/home/workspace/data/IMG/left_2019_06_10_19_30_25_916.jpg,/home/workspace/data/IMG/right_2019_06_10_19_30_25_916.jpg,0,0,0,4.433891
/home/workspace/data/IMG/center_2019_06_10_19_30_26_013.jpg,/home/workspace/data/IMG/left_2019_06_10_19_30_26_013.jpg,/home/workspace/data/IMG/right_2019_06_10_19_30_26_013.jpg,0,0,0,4.389399
/home/workspace/data/IMG/center_2019_06_10_19_30_26_114.jpg,/home/workspace/data/IMG/left_2019_06_10_19_30_26_114.jpg,/home/workspace/data/IMG/right_2019_06_10_19_30_26_114.jpg,0,0,0,4.345352
/home/workspace/data/IMG/center_2019_06_10_19_30_26_182.jpg,/home/workspace/data/IMG/left_2019_06_10_19_30_26_182.jpg,/home/workspace/data/IMG/right_2019_06_10_19_30_26_182.jpg,0,0,0,4.310433
/home/workspace/data/IMG/center_2019_06_10_19_30_26_253.jpg,/home/workspace/data/IMG/left_2019_06_10_19_30_26_253.jpg,/home/workspace/data/IMG/right_2019_06_10_19_30_26_253.jpg,0,0,0,4.284429
/home/workspace/data/IMG/center_2019_06_10_19_30_26_320.jpg,/home/workspace/data/IMG/left_2019_06_10_19_30_26_320.jpg,/home/workspace/data/IMG/right_2019_06_10_19_30_26_320.jpg,0,0,0,4.258581
/home/workspace/data/IMG/center_2019_06_10_19_30_26_389.jpg,/home/workspace/data/IMG/left_2019_06_10_19_30_26_389.jpg,/home/workspace/data/IMG/right_2019_06_10_19_30_26_389.jpg,0.2,0,0,4.218435
/home/workspace/data/IMG/center_2019_06_10_19_30_26_461.jpg,/home/workspace/data/IMG/left_2019_06_10_19_30_26_461.jpg,/home/workspace/data/IMG/right_2019_06_10_19_30_26_461.jpg,0.35,0,0,4.181394
/home/workspace/data/IMG/center_2019_06_10_19_30_26_531.jpg,/home/workspace/data/IMG/left_2019_06_10_19_30_26_531.jpg,/home/workspace/data/IMG/right_2019_06_10_19_30_26_531.jpg,0.5500001,0,0,4.124558
